ticker,description
1582.HK,Cr Construction
1587.HK,Shineroad Intl
1597.HK,Nature Energy T
1629.HK,Champ Alli Intl
1630.HK,Kin Shing Hldgs
1632.HK,Msctech
1637.HK,Sh Group Hldg
1657.HK,Sg Group Hldgs
1661.HK,Ch Frontier Tec
1663.HK,S Harbourhold
1673.HK,Huazhang Tech
1690.HK,Lap Kei Engrg
1693.HK,Bgmc
1701.HK,Tu Yi Hldg
1702.HK,Dongguang Chem
1711.HK,Ulferts
1727.HK,Hebei Cons
1730.HK,Lhn
1736.HK,Parenting Net
1739.HK,Qeeka Home
1740.HK,Values Cultural
1742.HK,Hpc Holdings
1752.HK,Top Education
1757.HK,Affluent Fdn
1758.HK,Bojun Edu
1759.HK,Sino Gas Hldgs
1771.HK,Sunfonda Gp
2223.HK,Casablanca
2231.HK,Jy Grandmark
2263.HK,Fu Shek Fin
2289.HK,Charmacy Phar
2292.HK,Thing On Ent
2295.HK,Maxicity
2299.HK,Billion Ind
2307.HK,Kam Hing Int'L
2310.HK,Times Uni Gp
2312.HK,Ch Fin Leasing
2320.HK,Hop Fung Group
2321.HK,Swangchaichuan
2330.HK,China Uptown
2336.HK,Shuoao Intl
2349.HK,Ch City Infra
2352.HK,Dowell Service
2421.HK,Krp Development
2436.HK,Lx Technology
2457.HK,Buyang Intl
2478.HK,Apac Res W2712
2496.HK,Yzybio-B
2520.HK,Shanxi Install
2572.HK,Zg Group W30
2682.HK,Yun Lee Marine
2700.HK,Green Intl Hldg
2863.HK,Golden Faith Gp
3332.HK,Sinolife Utd
3363.HK,Zhengye Int'L
3395.HK,Jx Energy
3398.HK,China Ting
3628.HK,Renheng Ent
3689.HK,Kanghua Health
3728.HK,Ching Lee
3778.HK,China Weaving
3822.HK,Sam Woo Cons
3830.HK,Kiddieland
3860.HK,Eps Health Tech
3869.HK,Hospital Corp
3878.HK,Vicon Holdings
3889.HK,Global Sweet
3919.HK,Goldenpower
4620.HK,Icbc 20Usdpref
4621.HK,Cinda 21Usdpref
6083.HK,World-Link Log
6119.HK,Tian Yuan Gp
6182.HK,Twintek
6188.HK,Bj Digital
6189.HK,Adway
6193.HK,Tailam Techcon
6661.HK,Huzhou Gas
6663.HK,Iws Group
6816.HK,Prosper Cons
6838.HK,Winox
6890.HK,Kangli Int Hldg
6898.HK,China Alumcan
6919.HK,Renrui Hr
6928.HK,Tomo Holdings
6939.HK,Megain
9608.HK,Sundy Service
9689.HK,Jtf Intl
9882.HK,Best Linking
9906.HK,Honliv Health
9916.HK,Xingye Wulian
9918.HK,Wise Ally Intl
9938.HK,Wah Wo Holdings
9977.HK,Fengxiang Co
80737.HK,Bay Area Dev-R
